Id,Start time,Completion time,Email,Name,Gender / ?????,Age Range / ??????? ???????,What is your highest level of education? / ???? ???? ????? ?????? ?????,What’s your field of study? / ???? ??????,Do you have previous work experience? / ?? ???? ???? ??? ??????,"If yes, then in which main sector? / ??? ??? ?????? ???? ?? ?? ???? ??????
",In which specific sector? / ?? ?? ???? ?????????,How satisfied are you with your current job? / ????? ???? ?? ?????? ????????,Does your job match your skills and qualifications? / ?? ?????? ?????? ?? ??????? ? ????????,How many hours do you work per day? / ??? ????? ????? ???????,Night or day shift? / ????? ??? ?????? ?? ???????,Are your working hours suitable for your lifestyle? / ?? ????? ???? ?????? ?? ??? ??????,Does your company provide training or development opportunities? / ?? ???? ??? ???? ??? ????? ?? ??????,Do you see opportunities for promotion in your job? / ?? ??? ????? ??????? ?? ???????,Do you feel your job is stable long-term? / ?? ???? ?????????? ?? ???? ??? ????? ???????,What 3 factors influence your choice of job the most? / ???? ???? ????? ????? ???? ??? ??????? ??????? ???? ?? ???????? ???? ?????,Which would you choose? / ?? ?? ???????? ?????? ?? ??????,What would make you refuse a job even if the salary is acceptable? / ?? ?? ??? ???????? ?? ????? ???? ????? ??? ?? ???? ??????,Would you consider working in a manufacturing or industrial job? / ?? ???? ?? ????? ?? ???? ????????,What are your concerns about working in industrial/manufacturing jobs? / ?? ?? ?????? ???? ????? ?? ??????? ????????/??????????,Has Saudization improved job opportunities in your sector? / ?? ????? ??????? ??? ????? ??? ????? ?? ??????
39,3/30/2026 12:20,3/30/2026 12:22,anonymous,,Male / ???,25-34,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,Information and communication / ?????????? ??????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,No,Salary / ??????;Work environment / ???? ?????;Career growth / ????? ???????;,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;,No,Safety concerns / ????? ?? ???????;Physically demanding / ????? ????? ????;Low salary perception / ???? ??? ?????? ?????;,Yes
40,3/30/2026 12:21,3/30/2026 12:23,anonymous,,Male / ???,25-34,Bachelor’s degree / ?????????,Engineering / ???????,Yes,Private / ???,Consulting and shared services ,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,No,Salary / ??????;Career growth / ????? ???????;Transportation / ?????????;,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;,No,Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????;Physically demanding / ????? ????? ????;,Yes
41,3/30/2026 12:17,3/30/2026 12:24,anonymous,,Female / ????,45-55 ,High school diploma or less / ????? ????? ?? ???,Education / ???????,No,Non-profit organizations / ??????? ????? ?????,Other service activities / ?????? ??????? ??????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Night / ??????,Yes,Yes,Yes,Yes,Working hours / ??? ????? ?????;Job stability / ????????? ???????;Salary / ??????;,High salary + Long hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????;,Yes
42,3/30/2026 12:24,3/30/2026 12:28,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Graphic Design ,Yes,Private / ???,Financial and insurance activities / ???????? ??????? ? ?????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????;,No,Not aligned with my education / ?? ?????? ?? ???? ??????;,Not sure / ??? ?????
43,3/30/2026 12:28,3/30/2026 12:30,anonymous,,Female / ????,25-34,Master’s degree / ???????,Engineering / ???????,Yes,Private / ???,Petroleum industry ,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,No,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Career growth / ????? ???????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;,Yes,Not aligned with my education / ?? ?????? ?? ???? ??????;,Yes
44,3/30/2026 12:29,3/30/2026 12:31,anonymous,,Male / ???,25-34,Bachelor’s degree / ?????????,Accounting ,Yes,Private / ???,"Arts, entertainment, and recreation / ??????? ? ??????? ? ???????",Strongly satisfied / ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Work environment / ???? ?????;Career growth / ????? ???????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;,No,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;,Yes
45,3/30/2026 12:29,3/30/2026 12:33,anonymous,,Female / ????,35-44,Bachelor’s degree / ?????????,????? ,Yes,Private / ???,????????? ,Slightly dissatisfied / ??? ???? ??????,Doesn’t match / ?? ??????,6-8 hours / ?-? ?????,Day / ??????,No,No,No,No,??? ??????? ?? ????? ??????? ;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;,??,Long hours / ????? ??? ?????;,No
46,3/30/2026 12:30,3/30/2026 12:34,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,Education / ???????,No,Non-profit organizations / ??????? ????? ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Work environment / ???? ?????;Social perception of the job / ???? ??????? ?? ???????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Location or transportation issues / ????? ?????????? ?? ???? ?????;Mixed-gender work environment / ???? ??? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;,Yes
47,3/30/2026 12:29,3/30/2026 12:36,anonymous,,Female / ????,45-55 ,Diploma / ?????,Education / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Work environment / ???? ?????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;,?? ?????? ,Safety concerns / ????? ?? ???????;,Yes
48,3/30/2026 12:41,3/30/2026 12:43,anonymous,,Male / ???,25-34,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Private / ???,"Electricity, gas, steam and air-conditioning supply / ??????? ???????? ? ????? ? ?????? ? ????? ??????",Strongly satisfied / ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Job stability / ????????? ???????;Career growth / ????? ???????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;,No,Safety concerns / ????? ?? ???????;,Yes
49,3/30/2026 12:41,3/30/2026 12:44,anonymous,,Female / ????,35-44,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",No,Private / ???,"Arts, entertainment, and recreation / ??????? ? ??????? ? ???????",Strongly satisfied / ???? ????,Fully matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Night / ??????,Yes,Yes,Yes,Yes,Work environment / ???? ?????;,Low salary + High growth potential / ???? ????? +  ??????? ??? ????? ?????,Lack of job security / ??? ???? ???? ?????;,??,Not aligned with my education / ?? ?????? ?? ???? ??????;,Yes
50,3/30/2026 12:37,3/30/2026 12:44,anonymous,,Female / ????,35-44,High school diploma or less / ????? ????? ?? ???,Social Sciences / ?????? ??????????,No,Government / ?????,"Activities of households as employers, and  undifferentiated goods- and services-producing activities of households for own use / ?????? ????? ???????? ?????? ??? ???????? ??????? ??? ??????? ????? ????????/??????? ?? ????? ????? ???????? ?????????? ?????",Strongly satisfied / ???? ????,Partially matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Night / ??????,No,No,No,No,Salary / ??????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Location or transportation issues / ????? ?????????? ?? ???? ?????;,?????,Not aligned with my education / ?? ?????? ?? ???? ??????;,Yes
51,3/30/2026 12:17,3/30/2026 12:49,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Health-Medical / ?????-????,No,Private / ???,????? ,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,Less than 6 / ??? ?? ? ?????,Day / ??????,Yes,No,Yes,No,Job stability / ????????? ???????;Work environment / ???? ?????;Working hours / ??? ????? ?????;Salary / ??????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Location or transportation issues / ????? ?????????? ?? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Negative social perception / ???? ??????? ?????;Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;,Yes,Long hours / ????? ??? ?????;Low salary perception / ???? ??? ?????? ?????;,Not sure / ??? ?????
52,3/30/2026 12:48,3/30/2026 12:51,anonymous,,Female / ????,55 and above,Diploma / ?????,Education / ???????,Yes,Government / ?????,Other service activities / ?????? ??????? ??????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;,??,Physically demanding / ????? ????? ????;,Yes
53,3/30/2026 11:26,3/30/2026 12:51,anonymous,,Female / ????,45-55 ,Bachelor’s degree / ?????????,Education / ???????,Yes,Government / ?????,Education / ????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;,??,Not aligned with my education / ?? ?????? ?? ???? ??????;Physically demanding / ????? ????? ????;,Yes
54,3/30/2026 12:54,3/30/2026 12:56,anonymous,,Male / ???,18-25,Bachelor’s degree / ?????????,Business Administration / ????? ?????,Yes,Private / ???,Tax consulting ,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,Yes,Yes,Job stability / ????????? ???????;Work environment / ???? ?????;Career growth / ????? ???????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Location or transportation issues / ????? ?????????? ?? ???? ?????;,Yes ,N/A;,Yes
55,3/30/2026 12:47,3/30/2026 13:04,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Finance,Yes,Private / ???,Financial and insurance activities / ???????? ??????? ? ?????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,8-10 hours / ?-?? ?????,Day / ??????,Yes,Yes,No,No,Career growth / ????? ???????;Salary / ??????;Discrimination;,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Discrimination;,"No, not my major ",Safety concerns / ????? ?? ???????;Physically demanding / ????? ????? ????;Not aligned with my education / ?? ?????? ?? ???? ??????;,Yes
56,3/30/2026 13:04,3/30/2026 13:09,anonymous,,Male / ???,18-25,Bachelor’s degree / ?????????,Business Administration / ????? ?????,No,Private / ???,Manufacturing / ???????,Slightly satisfied / ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Work environment / ???? ?????;Job stability / ????????? ???????;Career growth / ????? ???????;,High salary + Long hours / ???? ????? + ????? ??? ?????,Negative social perception / ???? ??????? ?????;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;,??,Not aligned with my education / ?? ?????? ?? ???? ??????;,Yes
57,3/30/2026 13:10,3/30/2026 13:14,anonymous,,Female / ????,55 and above,High school diploma or less / ????? ????? ?? ???,Education / ???????,Yes,Government / ?????,Education / ????????,Strongly satisfied / ???? ????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;,??,Physically demanding / ????? ????? ????;,Yes
58,3/30/2026 13:09,3/30/2026 13:15,anonymous,,Male / ???,45-55 ,Bachelor’s degree / ?????????,Information Technology-Computer Science / ????? ????????? ?? ???? ??????,Yes,Private / ???,Financial and insurance activities / ???????? ??????? ? ?????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,Yes,Yes,Salary / ??????;Work environment / ???? ?????;Career growth / ????? ???????;,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;,Yes,Not aligned with my education / ?? ?????? ?? ???? ??????;,Yes
59,3/30/2026 13:17,3/30/2026 13:25,anonymous,,Male / ???,25-34,Bachelor’s degree / ?????????,Information Technology-Computer Science / ????? ????????? ?? ???? ??????,Yes,Private / ???,Financial and insurance activities / ???????? ??????? ? ?????????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,Over 10 hours / ???? ?? ?? ?????,Day / ??????,No,Yes,Yes,Yes,Salary / ??????;Work environment / ???? ?????;Career growth / ????? ???????;,High salary + Long hours / ???? ????? + ????? ??? ?????,Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;Location or transportation issues / ????? ?????????? ?? ???? ?????;,"??? ?? ?????? ?? ??????? ???????",Safety concerns / ????? ?? ???????;Not aligned with my education / ?? ?????? ?? ???? ??????;,Not sure / ??? ?????
60,3/30/2026 13:22,3/30/2026 13:25,anonymous,,Female / ????,18-25,Diploma / ?????,????? ??????? ???????,Yes,Private / ???,???????,Slightly satisfied / ???? ??????,Doesn’t match / ?? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,No,Salary / ??????;Working hours / ??? ????? ?????;Job stability / ????????? ???????;Work environment / ???? ?????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;,??,Physically demanding / ????? ????? ????;Safety concerns / ????? ?? ???????;,Not sure / ??? ?????
61,3/30/2026 13:24,3/30/2026 13:31,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Health-Medical / ?????-????,Yes,Government / ?????,Human health and social work activities / ?????? ????? ??????? ??????? ??????????,Slightly dissatisfied / ??? ???? ??????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,No,No,No,No,Salary / ??????;Job stability / ????????? ???????;Work environment / ???? ?????;Working hours / ??? ????? ?????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Negative social perception / ???? ??????? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;????? ?? ????? ????? ?? ???? ??????;,"??? ?? ?????? ?? ?????",Not aligned with my education / ?? ?????? ?? ???? ??????;,Not sure / ??? ?????
62,3/30/2026 13:30,3/30/2026 13:33,anonymous,,Female / ????,35-44,Bachelor’s degree / ?????????,"Science (Biology, Chemistry, Physics, etc.) / ?????? (???????? ????????? ????????? ???.)",Yes,Government / ?????,Education / ????????,Slightly dissatisfied / ??? ???? ??????,Partially matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,No,No,Yes,Salary / ??????;Work environment / ???? ?????;Career growth / ????? ???????;,High salary + Long hours / ???? ????? + ????? ??? ?????,Lack of job security / ??? ???? ???? ?????;Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;,??,Low salary perception / ???? ??? ?????? ?????;Lack of career growth / ??? ???? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????;,No
63,3/30/2026 13:33,3/30/2026 13:36,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Information Technology-Computer Science / ????? ????????? ?? ???? ??????,Yes,Private / ???,Administrative and support service activities / ?????? ??????? ???????? ?????? ?????,Strongly satisfied / ???? ????,Fully matches / ?????? ??????,6-8 hours / ?-? ?????,Day / ??????,Yes,Yes,No,No,Career growth / ????? ???????;Salary / ??????;Job stability / ????????? ???????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Limited career growth / ??? ????? ?????;Lack of respect or treatment / ??? ???? ?????? ?? ????? ???;,No,Physically demanding / ????? ????? ????;Long hours / ????? ??? ?????;Safety concerns / ????? ?? ???????;Not aligned with my education / ?? ?????? ?? ???? ??????;,Yes
64,3/30/2026 13:36,3/30/2026 13:39,anonymous,,Female / ????,25-34,Bachelor’s degree / ?????????,Health-Medical / ?????-????,Yes,Government / ?????,Human health and social work activities / ?????? ????? ??????? ??????? ??????????,Slightly satisfied / ???? ??????,Fully matches / ?????? ??????,Over 10 hours / ???? ?? ?? ?????,Night / ??????,No,No,No,No,Salary / ??????;Job stability / ????????? ???????;Working hours / ??? ????? ?????;Career growth / ????? ???????;Work environment / ???? ?????;Transportation / ?????????;,Moderate salary + Stable hours / ???? ????? + ????? ??? ?????,Long or irregular working hours / ????? ??? ????? ?? ??? ?????? ;Lack of job security / ??? ???? ???? ?????;Unsafe or physically demanding work / ??? ??? ??? ?? ???? ??????;Limited career growth / ??? ????? ?????;Location or transportation issues / ????? ?????????? ?? ???? ?????;,No,Safety concerns / ????? ?? ???????;Long hours / ????? ??? ?????;Not aligned with my education / ?? ?????? ?? ???? ??????;,Yes
